(69006C00650044,0.13703919798848407)
(87265616449640,0.13703919798848407)
(20069007000740,0.13703919798848407)
(00700079007200,0.13703919798848407)
(5746D61696E617,0.13703919798848407)
(D61696E6172677,0.13703919798848407)
(00000402E72656,0.13703919798848407)
(00000048000000,0.13703919798848407)
(72006900700074,0.13703919798848407)
(62726172794100,0.13703919798848407)
(6F007000790072,0.13703919798848407)
(46D61696E61726,0.13703919798848407)
(02E72646174610,0.13703919798848407)
(2E726461746100,0.13703919798848407)
(04000000004000,0.13703919798848407)
(96272617279410,0.13703919798848407)
(00000180000000,0.13703919798848407)
(07000740069006,0.13703919798848407)
(E7264617461000,0.13703919798848407)
(00790072006900,0.13703919798848407)
(44000000010056,0.13703919798848407)
(000400000402E7,0.13703919798848407)
(000402E72656C6,0.13703919798848407)
(72646174610000,0.13703919798848407)
(00000420000000,0.13703919798848407)
(00079007200690,0.13703919798848407)
(00440000000100,0.13703919798848407)
(00000004800000,0.13703919798848407)
(40000042000000,0.13703919798848407)
(0000402E72656C,0.13703919798848407)
(00400000402E72,0.13703919798848407)
(00000001005600,0.13703919798848407)
(5F736574757365,0.13703919798848407)
(04000004200000,0.13703919798848407)
(00000000000080,0.13483057647231222)
(00800000000000,0.12809580751810346)
(00000060000000,0.12601895187264206)
(004C0065006700,0.1139500876743299)
(65744D6F64756C,0.1139500876743299)
(4765744D6F6475,0.1139500876743299)
(765744D6F64756,0.1139500876743299)
(001004C0065006,0.1139500876743299)
(726F6365737349,0.1139500876743299)
(44D6F64756C654,0.1139500876743299)
(00000240000000,0.1139500876743299)
(4D6F64756C6548,0.1139500876743299)
(1004C006500670,0.1139500876743299)
(62000000000000,0.1139500876743299)
(01000000010000,0.1139500876743299)
(5744D6F64756C6,0.1139500876743299)
(01004C00650067,0.1139500876743299)
(0001004C006500,0.1139500876743299)
(10000010000000,0.10382575872118639)
(726D6174686572,0.10382575872118638)
(07200690070007,0.10382575872118638)
(07000790072006,0.10382575872118638)
(657273696F6E00,0.10382575872118638)
(00100560061007,0.10382575872118638)
(747570496E666F,0.10382575872118638)
(65744C61737445,0.10382575872118638)
(06C00650044006,0.10382575872118638)
(46172747570496,0.10382575872118638)
(44C61737445727,0.10382575872118638)
(00000010056006,0.10382575872118638)
(72747570496E66,0.10382575872118638)
(47570496E666F4,0.10382575872118638)
(65637572697479,0.10382575872118638)
(00010056006100,0.10382575872118638)
(61746865727200,0.10382575872118638)
(0065006E007400,0.10382575872118638)
(F61636D646C6E0,0.10382575872118638)
(744C6173744572,0.10382575872118638)
(4765744C617374,0.10382575872118638)
(39090909090909,0.10382575872118638)
(574757365726D6,0.10382575872118638)
(000001E0000000,0.10382575872118638)
(37461727475704,0.10382575872118638)
(74617274757049,0.10382575872118638)
(05F61636D646C6,0.10382575872118638)
(73657475736572,0.10382575872118638)
(05F5F736574757,0.10382575872118638)
(00000100560061,0.10382575872118638)
(06D00700061006,0.10382575872118638)
(00000000000055,0.10382575872118638)
(5F61636D646C6E,0.10382575872118638)
(7456616C756500,0.10382575872118638)
(06F00700079007,0.10382575872118638)
(61636D646C6E00,0.10382575872118638)
(000200000602E7,0.10382575872118638)
(00457869745072,0.10382575872118638)
(6574757365726D,0.10382575872118638)
(36563757269747,0.10382575872118638)
(00010010000000,0.10382575872118638)
(00400000200000,0.10382575872118638)
(D6174686572720,0.10382575872118638)
(172747570496E6,0.10382575872118638)
(765744C6173744,0.10382575872118638)
(26D61746865727,0.10382575872118638)
(2747570496E666,0.10382575872118638)
(74537461727475,0.10382575872118638)
(6172747570496E,0.10382575872118638)
(57456616C75650,0.10382575872118638)
(F7365747573657,0.10382575872118638)
(17468657272000,0.10382575872118638)
(36574757365726,0.10382575872118638)
(005F61636D646C,0.10382575872118638)
(5744C617374457,0.10382575872118638)
(C3909090909090,0.10382575872118638)
(233322E646C6C0,0.10382575872118638)
(000000C0000007,0.10382575872118638)
(30000000020000,0.10382575872118638)
(00001005600610,0.10382575872118638)
(74686572720000,0.10382575872118638)
(45374617274757,0.10382575872118638)
(09090909090905,0.10382575872118638)
(04000002000000,0.10382575872118638)
(005F5F73657475,0.10382575872118638)
(8DB42600000000,0.10382575872118638)
(00000000004B45,0.10382575872118638)
(00200000602E72,0.10382575872118638)
(4C617374457272,0.10382575872118638)
(00000050000000,0.1017687001551858)
(443757272656E7,0.1017687001551858)
(57443757272656,0.1017687001551858)
(76574437572726,0.1017687001551858)
(0726F636573734,0.1017687001551858)
(47657443757272,0.1017687001551858)
(65744375727265,0.1017687001551858)
(7443757272656E,0.1017687001551858)
(00000400000100,0.1017687001551858)
(0000000400000C,0.1017687001551858)
(43757272656E74,0.09514561566345192)
(00000008000000,0.09514561566345192)
(00080000000000,0.09217833136665549)
(08000000000000,0.09217833136665549)
(47657450726F63,0.09217833136665549)
(00001000000010,0.08377631117810924)
(10056006100720,0.08377631117810924)
(07300630072006,0.08377631117810924)
(00690067006800,0.08377631117810924)
(00040000042000,0.08377631117810924)
(06500670061006,0.08377631117810924)
(00630072006900,0.08377631117810924)
(00650067006100,0.08377631117810924)
(20069006700680,0.08377631117810924)
(00670061006C00,0.08377631117810924)
(16E646C6541000,0.08377631117810924)
(00680074000000,0.08377631117810924)
(90067006800740,0.08377631117810924)
(00004000004200,0.08377631117810924)
(00730063007200,0.08377631117810924)
(C0065006700610,0.08377631117810924)
(22000000000000,0.08377631117810924)
(67006800740000,0.08377631117810924)
(06700680074000,0.08377631117810924)
(6E646C65410000,0.08377631117810924)
(4C006500670061,0.08377631117810924)
(500670061006C0,0.08377631117810924)
(72006900670068,0.08377631117810924)
(04C00650067006,0.08377631117810924)
(30063007200690,0.08377631117810924)
(00440065007300,0.08377631117810924)
(73006300720069,0.08377631117810924)
(65004400650073,0.08377631117810924)
(00400000420000,0.08377631117810924)
(00002400000000,0.08377631117810924)
(70068007400000,0.08377631117810924)
(6500670061006C,0.08377631117810924)
(01000000030000,0.08377631117810924)
(00670068007400,0.08377631117810924)
(00000000000600,0.08377631117810924)
(01005600610072,0.08377631117810924)
(00000040000042,0.08377631117810924)
(6696C746572000,0.08377631117810924)
(00000000000C00,0.08377631117810924)
(616E646C654100,0.08377631117810924)
(69006700680074,0.08377631117810924)
(00010000000100,0.08377631117810924)
(10000000300000,0.08377631117810924)
(696C7465720000,0.08377631117810924)
(50044006500730,0.08377631117810924)
(3CCCCCCCCCCCCC,0.07392581356326033)
(5F657863657074,0.07392581356326033)
(06900700074006,0.07392581356326033)
(00000090000000,0.07392581356326033)
(5726D617468657,0.07392581356326033)
(96E7465726C6F6,0.07392581356326033)
(4572726F720000,0.07392581356326033)
(46573637269707,0.07392581356326033)
(04000000000002,0.07392581356326033)
(78636570745F68,0.07392581356326033)
(0000800E000000,0.07392581356326033)
(1006C0043006F0,0.07392581356326033)
(EC8B088B09894D,0.07392581356326033)
(72697074696F6E,0.07392581356326033)
(F6D6D6F6465000,0.07392581356326033)
(00001000000C70,0.07392581356326033)
(578636570745F6,0.07392581356326033)
(00000400000402,0.07392581356326033)
(F6578636570745,0.07392581356326033)
(01040000000000,0.07392581356326033)
(000000000000FC,0.07392581356326033)
(00001800000000,0.07392581356326033)
(C6173744572726,0.07392581356326033)
(00000000000020,0.07392581356326033)
(6578636570745F,0.07392581356326033)
(44572726F72000,0.07392581356326033)
(6172616D657465,0.07392581356326033)
(73744572726F72,0.07392581356326033)
(D0065006E00740,0.07392581356326033)
(8636570745F686,0.07392581356326033)
(6D6D6F64650000,0.07392581356326033)
(6F6D6D6F646500,0.07392581356326033)
(05F5F7365745F6,0.07392581356326033)
(465726C6F636B6,0.07392581356326033)
(6372697074696F,0.07392581356326033)
(6D0065006E0074,0.07392581356326033)
(06172616D65746,0.07392581356326033)
(36F70797269676,0.07392581356326033)
(00000000100040,0.07392581356326033)
(65726D61746865,0.07392581356326033)
(504500004C0104,0.07392581356326033)
(3744572726F720,0.07392581356326033)
(4500004C010400,0.07392581356326033)
(0001000000C705,0.07392581356326033)
(73637269707469,0.07392581356326033)
(4890D000000005,0.07392581356326033)
(173744572726F7,0.07392581356326033)
(537472696E6700,0.07392581356326033)
(496E7465726C6F,0.07392581356326033)
(00018000000000,0.07392581356326033)
(00000000001000,0.07392581356326033)
(61006C0043006F,0.07392581356326033)
(70797269676874,0.07392581356326033)
(2656C6F6300000,0.07392581356326033)
(65726C6F636B65,0.07392581356326033)
(69007000740069,0.07392581356326033)
(5726C6F636B656,0.07392581356326033)
(00009090909090,0.07392581356326033)
(64890D00000000,0.07392581356326033)
(365726D6174686,0.07392581356326033)
(36372697074696,0.07392581356326033)
(744572726F7200,0.07392581356326033)
(65736372697074,0.07392581356326033)
(6696C654E616D6,0.07392581356326033)
(00004000000002,0.07392581356326033)
(4E616D65410000,0.07392581356326033)
(400000000000FF,0.07392581356326033)
(00000000000200,0.07392581356326033)
(97469616C697A6,0.07392581356326033)
(00000026000000,0.07392581356326033)
(005F5F7365745F,0.07392581356326033)
(172616D6574657,0.07392581356326033)
(45468726561644,0.07392581356326033)
(F7079726967687,0.07392581356326033)
(00000000003004,0.07392581356326033)
(00000018000000,0.07392581356326033)
(7365726D617468,0.07392581356326033)
(400001000000C7,0.07392581356326033)
(657074696F6E00,0.07392581356326033)
(00008010000000,0.07392581356326033)
(C3CCCCCCCCCCCC,0.07392581356326033)
(57365726D61746,0.07392581356326033)
(36F6D706174696,0.07392581356326033)
(006C0043006F00,0.07392581356326033)
(00000000000100,0.07392581356326033)
(436F7079726967,0.07392581356326033)
(26C6F636B65644,0.07392581356326033)
(04500004C01040,0.07392581356326033)
(41000000000000,0.07392581356326033)
(726C6F636B6564,0.07392581356326033)
(696C654E616D65,0.07392581356326033)
(0400001000000C,0.07392581356326033)
(36572766963657,0.07392581356326033)
(DB426000000008,0.07392581356326033)
(57363726970746,0.07392581356326033)
(65727669636573,0.07392581356326033)
(E7465726C6F636,0.07392581356326033)
(7465726C6F636B,0.07392581356326033)
(6F707972696768,0.07392581356326033)
(7469616C697A65,0.07392581356326033)
(636570745F6861,0.07392581356326033)
(00000000001001,0.07392581356326033)
(6F6D7061746962,0.07392581356326033)
(006F0077007300,0.07392581356326033)
(697469616C697A,0.07392581356326033)
(6173744572726F,0.07392581356326033)
(72616D65746572,0.07392581356326033)
(90070007400690,0.07392581356326033)
(6E7465726C6F63,0.07392581356326033)
(372697074696F6,0.07392581356326033)
(069006C0065006,0.07327966557732857)
(00061006E00790,0.07327966557732857)
(2E72656C6F6300,0.07327966557732857)
(061006E0079004,0.07327966557732857)
(64647265737300,0.07327966557732857)
(E72656C6F63000,0.07327966557732857)
(45469636B436F7,0.07327966557732857)
(700061006E0079,0.07327966557732857)
(00000000600000,0.07327966557732857)
(72656C6F630000,0.07327966557732857)
(65745469636B43,0.07327966557732857)
(56657273696F6E,0.07327966557732857)
(0061006E007900,0.07327966557732857)
(5745469636B436,0.07327966557732857)
(745469636B436F,0.07327966557732857)
(02E72656C6F630,0.07327966557732857)
(4765745469636B,0.07327966557732857)
(00000040000010,0.07327966557732857)
(70000000000000,0.07327966557732857)
(000000400000C0,0.07327966557732857)
(5469636B436F75,0.07327966557732857)
(765745469636B4,0.07327966557732857)
(30000000000000,0.06737232748902505)
(504500004C0103,0.067372327489025)
(10000000100000,0.067372327489025)
(00650078006500,0.067372327489025)
(04500004C01030,0.067372327489025)
(3757272656E745,0.067372327489025)
(4500004C010300,0.067372327489025)
(00000020000060,0.067372327489025)
(E0065007800650,0.067372327489025)
(2E006500780065,0.067372327489025)
(00000002000006,0.067372327489025)
(00000006000000,0.0642933587297545)
(00000000000007,0.0642933587297545)
(C33322E646C6C0,0.0642933587297545)
(E0000000000000,0.0642933587297545)
(06000000000000,0.06333261812243762)
(00000000000060,0.05751320799401774)
(63007200690070,0.05751320799401771)
(00006000000000,0.05751320799401771)
(02200000000000,0.05751320799401771)
(00100000001000,0.05751320799401771)
(7570496E666F41,0.05751320799401771)
(00001000000030,0.05751320799401771)
(17474726962757,0.05751320799401771)
(00010000000300,0.05751320799401771)
(56C6548616E646,0.05751320799401771)
(00720069007000,0.05751320799401771)
(00002200000000,0.05751320799401771)
(57253657276696,0.05751320799401771)
(06F006D0070006,0.05751320799401771)
(41747472696275,0.05751320799401771)
(570496E666F410,0.05751320799401771)
(06900670068007,0.05751320799401771)
(74747269627574,0.05751320799401771)
(74546872656164,0.05751320799401771)
(00000005000000,0.05751320799401771)
(20000010000000,0.05751320799401771)
(04400650073006,0.05751320799401771)
(F006D007000610,0.05751320799401771)
(7272656E745468,0.05751320799401771)
(65725365727669,0.05751320799401771)
(757272656E7454,0.05751320799401771)
(00022000000000,0.05751320799401771)
(00000020000010,0.05751320799401771)
(00000020000003,0.05751320799401771)
(00650073006300,0.05751320799401771)
(00000020000008,0.05751320799401771)
(006F0070007900,0.05751320799401771)
(00220000000000,0.05751320799401771)
(00000002000001,0.05751320799401771)
(57272656E74546,0.05751320799401771)
(74726962757465,0.05751320799401771)
(40065007300630,0.05751320799401771)
(00700061006E00,0.05751320799401771)
(44006500730063,0.05751320799401771)
(6F006D00700061,0.05751320799401771)
(0700061006E007,0.05751320799401771)
(00100000003000,0.05751320799401771)
(00437265617465,0.05751320799401771)
(D00700061006E0,0.05751320799401771)
(00000000700000,0.05751320799401771)
(00200000100000,0.05751320799401771)
(00002000001000,0.05751320799401771)
(53746172747570,0.05751320799401771)
(50073006300720,0.05751320799401771)
(02000001000000,0.05751320799401771)
(00000200000100,0.05751320799401771)
(65007300630072,0.05751320799401771)
(00020000010000,0.05751320799401771)
(28000000000000,0.05751320799401771)
(006D0070006100,0.05751320799401771)
(00000100000003,0.05751320799401771)
(30072006900700,0.05751320799401771)
(756C6548616E64,0.05751320799401771)
(6D00700061006E,0.05751320799401771)
(6C6548616E646C,0.05751320799401771)
(72536572766963,0.05751320799401771)
(02800000000000,0.05751320799401771)
(70496E666F4100,0.05751320799401771)
(3006F007000790,0.05751320799401771)
(47472696275746,0.05751320799401771)
(43006F00700079,0.05751320799401771)
(006C0046006900,0.04912473082545299)
(06C00460069006,0.04912473082545299)
(00FFFFFFFFFFFF,0.04912473082545299)
(0043006F006D00,0.04912473082545299)
(436F756E740000,0.04912473082545299)
(69636B436F756E,0.04912473082545299)
(636B436F756E74,0.04912473082545299)
(10043006F006D0,0.04912473082545299)
(64726573730000,0.04912473082545299)
(B436F756E74000,0.04912473082545299)
(06E00670046006,0.04912473082545299)
(0069006E006700,0.04912473082545299)
(00600000000000,0.04912473082545299)
(657456616C7565,0.04912473082545299)
(16464726573730,0.04912473082545299)
(9636B436F756E7,0.04912473082545299)
(1006C004600690,0.04912473082545299)
(069006E0061006,0.04912473082545299)
(36B436F756E740,0.04912473082545299)
(05200530049004,0.04912473082545299)
(46472657373000,0.04912473082545299)
(34164647265737,0.04912473082545299)
(F6341646472657,0.04912473082545299)
(0000FFFFFFFFFF,0.04912473082545299)
(61006C00460069,0.04912473082545299)
(07500630074005,0.04912473082545299)
(0FFFFFFFFFFFFF,0.04912473082545299)
(6B436F756E7400,0.04912473082545299)
(63416464726573,0.04912473082545299)
(010043006F006D,0.04912473082545299)
(000FFFFFFFFFFF,0.04912473082545299)
(02E0030002E003,0.04748902949111178)
(001E0000000400,0.04748902949111178)
(00001000400000,0.04748902949111178)
(00800000008080,0.04748902949111178)
(006E0074007300,0.04748902949111178)
(D0069006300720,0.04748902949111178)
(0000008D442420,0.04748902949111178)
(80008000808000,0.04748902949111178)
(00085C00F84C00,0.04748902949111178)
(002E0030002E00,0.04748902949111178)
(654E616D654100,0.04748902949111178)
(00400000024000,0.04748902949111178)
(02000000240000,0.04748902949111178)
(006D0065006E00,0.04748902949111178)
(01740000000000,0.04748902949111178)
(00700000000200,0.04748902949111178)
(68000003006800,0.04748902949111178)
(0000000000A000,0.04748902949111178)
(9090909090FF25,0.04748902949111178)
(0085C00F84C000,0.04748902949111178)
(002E0000000000,0.04748902949111178)
(9090909083EC1C,0.04748902949111178)
(41CC3909090909,0.04748902949111178)
(00070000000020,0.04748902949111178)
(6976696C656765,0.04748902949111178)
(10001000000300,0.04748902949111178)
(08000008000000,0.04748902949111178)
(01000100000030,0.04748902949111178)
(83F8FF89442418,0.04748902949111178)
(70400000000000,0.04748902949111178)
(00000200000030,0.04748902949111178)
(5F5F636F6D6D6F,0.04748902949111178)
(6900630072006F,0.04748902949111178)
(00808000800000,0.04748902949111178)
(07000000002000,0.04748902949111178)
(9C390909090909,0.04748902949111178)
(006F0073006F00,0.04748902949111178)
(26F74656374000,0.04748902949111178)
(04000000002000,0.04748902949111178)
(00000400000024,0.04748902949111178)
(00FFFF00FF0000,0.04748902949111178)
(6F746563740000,0.04748902949111178)
(08080008000000,0.04748902949111178)
(00000000004D00,0.04748902949111178)
(6F0073006F0066,0.04748902949111178)
(00000008000800,0.04748902949111178)
(00080008000808,0.04748902949111178)
(37472696E67004,0.04748902949111178)
(0000FF00FF00FF,0.04748902949111178)
(54E616D6541000,0.04748902949111178)
(E0000000400000,0.04748902949111178)
(0072006F007300,0.04748902949111178)
(04000000001000,0.04748902949111178)
(00000000C74424,0.04748902949111178)
(00008080008000,0.04748902949111178)
(89042489542404,0.04748902949111178)
(F0000FF000000F,0.04748902949111178)
(00010004000000,0.04748902949111178)
(04000000240000,0.04748902949111178)
(C654E616D65410,0.04748902949111178)
(06F0073006F006,0.04748902949111178)
(20061007400690,0.04748902949111178)
(00000A01540005,0.04748902949111178)
(08000800080800,0.04748902949111178)
(64006F00770073,0.04748902949111178)
(2000000FFFFFFF,0.04748902949111178)
(0436F707972696,0.04748902949111178)
(00002800000020,0.04748902949111178)
(000000A0154000,0.04748902949111178)
(00028000000200,0.04748902949111178)
(F000000FF00FF0,0.04748902949111178)
(616E646C650000,0.04748902949111178)
(000000FF00FF00,0.04748902949111178)
(3006F006600740,0.04748902949111178)
(9090909090908B,0.04748902949111178)
(00000000000043,0.04748902949111178)
(09090909090FF2,0.04748902949111178)
(00002000000220,0.04748902949111178)
(0909090909083E,0.04748902949111178)
(0000000000004E,0.04748902949111178)
(80000080000000,0.04748902949111178)
(0A000000000000,0.04748902949111178)
(006F0066007400,0.04748902949111178)
(30072006F00730,0.04748902949111178)
(726F7465637400,0.04748902949111178)
(0000FFFFFF0000,0.04748902949111178)
(04500004C01070,0.04748902949111178)
(000400E8020000,0.04748902949111178)
(40000000020000,0.04748902949111178)
(00003000000010,0.04748902949111178)
(FFF00FF000000F,0.04748902949111178)
(5006E007400730,0.04748902949111178)
(00004000000240,0.04748902949111178)
(00000000000094,0.04748902949111178)
(00000080008000,0.04748902949111178)
(08000800000008,0.04748902949111178)
(20436F70797269,0.04748902949111178)
(400000000000C7,0.04748902949111178)
(03000000010000,0.04748902949111178)
(00000200000000,0.04748902949111178)
(64FF3500000000,0.04748902949111178)
(67436C6F73654B,0.04748902949111178)
(00000080800080,0.04748902949111178)
(4F626A65637400,0.04748902949111178)
(00020000002200,0.04748902949111178)
(0001E000000040,0.04748902949111178)
(00720065007300,0.04748902949111178)
(00300680000010,0.04748902949111178)
(00400000000200,0.04748902949111178)
(01E00000004000,0.04748902949111178)
(00000200000022,0.04748902949111178)
(909090909083EC,0.04748902949111178)
(090909090908B4,0.04748902949111178)
(00000808000800,0.04748902949111178)
(02000000FFFFFF,0.04748902949111178)
(5EC8B088B09894,0.04748902949111178)
(00200043006F00,0.04748902949111178)
(000FF00FF00FFF,0.04748902949111178)
(01000400E80200,0.04748902949111178)
(00800080008080,0.04748902949111178)
(65006E00740073,0.04748902949111178)
(00030068000001,0.04748902949111178)
(02800000020000,0.04748902949111178)
(0909090909090F,0.04748902949111178)
(00060000000600,0.04748902949111178)
(065006E0074007,0.04748902949111178)
(80800080000000,0.04748902949111178)
(073006F0066007,0.04748902949111178)
(00000FFFF00FF0,0.04748902949111178)
(01000000000001,0.04748902949111178)
(FF000000FF00FF,0.04748902949111178)
(2006F0073006F0,0.04748902949111178)
(6C0043006F0070,0.04748902949111178)
(72006F0073006F,0.04748902949111178)
(1000008D4C240C,0.04748902949111178)
(00000100040000,0.04748902949111178)
(00040000002400,0.04748902949111178)
(00004000000001,0.04748902949111178)
(1CC39090909090,0.04748902949111178)
(00000000000054,0.04748902949111178)
(909090908B4424,0.04748902949111178)
(53656374696F6E,0.04748902949111178)
(73006F00660074,0.04748902949111178)
(06500000000002,0.04748902949111178)
(00690063007200,0.04748902949111178)
(06D0065006E007,0.04748902949111178)
(00000001000400,0.04748902949111178)
(085C00F84C0000,0.04748902949111178)
(80000030068000,0.04748902949111178)
(0000000E000000,0.04748902949111178)
(90909090908B44,0.04748902949111178)
(072006F0073006,0.04748902949111178)
(00400000000100,0.04748902949111178)
(00740065006400,0.04748902949111178)
(01000000C74424,0.04748902949111178)
(00000600000006,0.04748902949111178)
(03006800000100,0.04748902949111178)
(00FF000000FF00,0.04748902949111178)
(36F6D6D6F64650,0.04748902949111178)
(FFFF00FF000000,0.04748902949111178)
(00000080000002,0.04748902949111178)
(0FF000000FFFF0,0.04748902949111178)
(00001E00000004,0.04748902949111178)
(00300000001000,0.04748902949111178)
(00008000800080,0.04748902949111178)
(00006000000060,0.04748902949111178)
(F000000FFFF00F,0.04748902949111178)
(00FF00FF00FFFF,0.04748902949111178)
